,CH,CU,FC,FF,FT,stand_L,home_team,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,at_bat_number,pitch_number,bat_score,fld_score,prev_CH,prev_CU,prev_FC,prev_FF,prev_FT,ball,blocked_ball,called_strike,foul,foul_bunt,foul_tip,missed_bunt,swinging_strike,swinging_strike_blocked,release_speed,zone,pfx_x,pfx_z,plate_x,plate_z
10,1,0,0,0,0,0,1,1,0,0,0,0,1,7,43,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,88.4,12.0,0.79,1.0107,1.1358,2.7896
11,0,0,1,0,0,0,1,0,0,0,0,0,1,7,43,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
12,0,0,1,0,0,1,1,0,0,0,0,0,0,7,42,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
13,0,0,1,0,0,0,1,3,2,0,0,0,2,6,37,7,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,89.4,12.0,0.5193,1.3412,0.3794,4.6602
14,0,0,0,1,0,0,1,2,2,0,0,0,2,6,37,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,83.8,13.0,1.254,0.4133,-0.459,-0.1561
15,1,0,0,0,0,0,1,1,2,0,0,0,2,6,37,5,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,89.8,4.0,1.4138,0.7249,-0.6174,2.4998
16,0,0,0,0,1,0,1,1,2,0,0,0,2,6,37,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,90.7,8.0,0.6884,1.343,-0.1514,1.8679
17,0,0,0,1,0,0,1,1,1,0,0,0,2,6,37,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,90.4,3.0,0.5675,1.3319,0.3909,3.3109
18,0,0,0,1,0,0,1,1,0,0,0,0,2,6,37,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,82.8,14.0,1.4331,0.5489,0.2846,1.475
19,1,0,0,0,0,0,1,0,0,0,0,0,2,6,37,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20,0,0,0,1,0,0,1,2,2,0,0,0,1,6,36,5,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,91.2,12.0,0.5135,1.2489,0.8076,4.2583
21,0,0,0,1,0,0,1,1,2,0,0,0,1,6,36,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,83.1,12.0,1.1496,0.441,2.2377,2.8146
22,1,0,0,0,0,0,1,0,2,0,0,0,1,6,36,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,82.7,3.0,1.2357,0.6188,0.3196,3.1737
23,1,0,0,0,0,0,1,0,1,0,0,0,1,6,36,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,90.0,3.0,0.6789,1.051,0.7393,3.4892
24,0,0,0,1,0,0,1,0,0,0,0,0,1,6,36,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
25,0,1,0,0,0,0,1,1,2,0,0,0,0,6,35,8,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,77.6,13.0,-0.6343,-1.028,-0.7779,0.6037
26,0,1,0,0,0,0,1,1,2,0,0,0,0,6,35,7,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,83.1,13.0,1.2471,0.5859,-0.5304,1.0852
27,1,0,0,0,0,0,1,1,2,0,0,0,0,6,35,6,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,89.4,11.0,0.7846,1.4085,-1.1302,2.8358
28,0,0,0,1,0,0,1,1,2,0,0,0,0,6,35,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,82.0,14.0,1.2914,0.6587,0.1604,0.672
29,1,0,0,0,0,0,1,1,2,0,0,0,0,6,35,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,82.3,14.0,1.2862,0.7782,0.9628,1.3949
30,1,0,0,0,0,0,1,1,1,0,0,0,0,6,35,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,90.1,2.0,0.783,1.148,0.257,3.1259
31,0,0,0,1,0,0,1,1,0,0,0,0,0,6,35,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,74.2,12.0,-0.7844,-0.6847,1.6965,4.7768
32,0,1,0,0,0,0,1,0,0,0,0,0,0,6,35,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
33,0,0,0,0,1,1,1,1,2,0,0,0,2,5,29,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,91.0,5.0,0.7373,1.356,-0.0241,2.3397
34,0,0,0,1,0,1,1,1,1,0,0,0,2,5,29,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,87.7,13.0,0.3909,1.1286,-0.6123,0.3313
35,0,0,1,0,0,1,1,0,1,0,0,0,2,5,29,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,90.8,6.0,0.9037,1.1694,0.6493,2.7806
36,0,0,0,1,0,1,1,0,0,0,0,0,2,5,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
37,0,0,0,1,0,0,1,1,1,0,0,0,2,5,28,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,91.9,8.0,0.8014,1.5319,-0.0683,1.5467
38,0,0,0,1,0,0,1,1,0,0,0,0,2,5,28,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,91.0,13.0,0.9791,1.4994,-0.0467,1.4449
39,0,0,0,1,0,0,1,0,0,0,0,0,2,5,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
40,0,0,1,0,0,1,1,1,2,0,0,1,0,5,27,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,88.0,2.0,0.3449,1.1529,-0.1459,3.3209
41,0,0,1,0,0,1,1,1,2,0,0,1,0,5,27,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,91.1,13.0,1.3115,1.0291,-1.2424,0.7015
42,0,0,0,0,1,1,1,0,2,0,0,1,0,5,27,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,91.1,7.0,1.3896,0.903,-0.6566,1.9469
43,0,0,0,0,1,1,1,0,1,0,0,1,0,5,27,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,91.0,4.0,1.234,1.2743,-0.5166,2.5373
44,0,0,0,0,1,1,1,0,0,0,0,1,0,5,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
45,0,0,0,1,0,0,1,3,2,0,0,0,0,5,26,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,82.5,8.0,1.1936,1.0543,0.0377,1.8685
46,1,0,0,0,0,0,1,3,2,0,0,0,0,5,26,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,91.4,12.0,0.7785,1.3695,0.504,3.6932
47,0,0,0,1,0,0,1,2,2,0,0,0,0,5,26,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,89.0,13.0,1.2593,0.814,-0.9174,0.9499
48,0,0,0,0,1,0,1,1,2,0,0,0,0,5,26,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,90.2,8.0,0.8435,1.3051,0.0593,1.5582
49,0,0,0,1,0,0,1,1,1,0,0,0,0,5,26,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,82.9,8.0,1.1095,0.9413,-0.1725,1.9779
50,1,0,0,0,0,0,1,1,0,0,0,0,0,5,26,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,90.4,12.0,0.794,1.4602,0.4881,4.0259
51,0,0,0,1,0,0,1,0,0,0,0,0,0,5,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
52,0,0,0,1,0,0,1,0,0,0,0,0,2,4,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
53,0,0,1,0,0,1,1,0,1,0,0,1,0,4,21,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,91.4,1.0,0.6192,1.311,-0.5577,3.0813
54,0,0,0,1,0,1,1,0,0,0,0,1,0,4,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
55,0,1,0,0,0,0,1,0,2,0,0,0,0,4,20,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,83.3,14.0,1.4373,0.817,0.9004,1.3764
56,1,0,0,0,0,0,1,0,1,0,0,0,0,4,20,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,82.4,14.0,1.2966,0.8595,0.4625,1.477
57,1,0,0,0,0,0,1,0,0,0,0,0,0,4,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
58,0,0,0,1,0,0,1,1,2,0,0,0,2,3,16,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,91.4,14.0,0.8391,1.2617,0.2926,1.2598
59,0,0,0,1,0,0,1,0,2,0,0,0,2,3,16,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,91.2,9.0,0.8888,1.3323,0.416,1.8597
60,0,0,0,1,0,0,1,0,1,0,0,0,2,3,16,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,91.2,8.0,0.6052,1.4074,-0.1122,1.7244
61,0,0,0,1,0,0,1,0,0,0,0,0,2,3,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
62,0,0,0,1,0,0,1,1,2,0,0,1,0,3,15,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,86.3,13.0,-0.2294,0.7271,-1.0493,1.9909
63,0,0,1,0,0,0,1,1,1,0,0,1,0,3,15,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,91.0,13.0,0.4824,1.1665,-1.5323,2.341
64,0,0,0,1,0,0,1,0,1,0,0,1,0,3,15,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,90.7,2.0,0.5304,1.2564,-0.1727,3.5103
65,0,0,0,1,0,0,1,0,0,0,0,1,0,3,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
66,0,0,0,1,0,1,1,3,2,0,0,0,0,3,14,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,91.0,12.0,0.41,1.4633,0.1632,3.6869
67,0,0,0,1,0,1,1,2,2,0,0,0,0,3,14,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,90.7,6.0,1.3235,0.6837,0.7058,2.1153
68,0,0,0,0,1,1,1,2,2,0,0,0,0,3,14,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,91.0,11.0,0.517,1.2864,-1.4816,2.5894
69,0,0,0,1,0,1,1,1,2,0,0,0,0,3,14,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,78.2,13.0,-0.538,-1.2446,-0.9098,0.3642
70,0,1,0,0,0,1,1,0,2,0,0,0,0,3,14,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,90.7,7.0,0.6204,1.3319,-0.6122,1.6535
71,0,0,0,1,0,1,1,0,1,0,0,0,0,3,14,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,89.8,6.0,0.6665,1.2979,0.3226,2.133
72,0,0,0,1,0,1,1,0,0,0,0,0,0,3,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
73,0,0,0,1,0,0,1,2,2,0,0,1,1,2,10,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,85.9,13.0,-0.1796,0.7422,-0.2439,1.1229
74,0,0,1,0,0,0,1,1,2,0,0,1,1,2,10,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,90.6,6.0,0.7685,1.3737,0.7482,2.3424
75,0,0,0,1,0,0,1,1,1,0,0,1,1,2,10,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,89.5,8.0,1.1871,1.1835,-0.1422,1.9199
76,0,0,0,0,1,0,1,1,0,0,0,1,1,2,10,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,76.3,13.0,-0.2722,-1.2092,-1.1884,0.9772
77,0,1,0,0,0,0,1,0,0,0,0,1,1,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
78,0,0,0,1,0,1,1,0,0,0,0,1,0,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
79,0,0,0,1,0,0,1,3,2,0,0,0,0,2,8,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,89.7,3.0,0.7949,1.2622,0.4921,2.7918
80,0,0,0,1,0,0,1,3,1,0,0,0,0,2,8,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,89.4,6.0,0.8766,1.505,0.3147,2.3159
81,0,0,0,1,0,0,1,3,0,0,0,0,0,2,8,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,88.6,11.0,0.7165,1.4552,-0.7982,3.5042
82,0,0,1,0,0,0,1,2,0,0,0,0,0,2,8,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,89.7,14.0,0.7292,1.5524,1.0096,1.8668
83,0,0,0,1,0,0,1,1,0,0,0,0,0,2,8,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,89.8,13.0,0.7567,1.4006,-0.9331,2.3505
84,0,0,0,1,0,0,1,0,0,0,0,0,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
85,0,0,0,0,1,0,1,1,2,0,0,0,2,1,3,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,90.9,13.0,0.8164,1.1868,-1.0455,2.1292
86,0,0,0,1,0,0,1,1,1,0,0,0,2,1,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,82.8,14.0,1.0623,1.0948,0.2753,1.1089
87,1,0,0,0,0,0,1,0,1,0,0,0,2,1,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,91.2,2.0,0.4846,1.3476,-0.0991,3.1379
88,0,0,0,1,0,0,1,0,0,0,0,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
89,0,0,0,1,0,1,1,3,2,0,0,0,1,1,2,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,91.8,4.0,0.4862,1.4381,-0.3167,2.7516
90,0,0,0,1,0,1,1,3,2,0,0,0,1,1,2,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,91.7,12.0,1.4133,0.8545,2.065,2.7666
91,0,0,0,0,1,1,1,2,2,0,0,0,1,1,2,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,78.4,13.0,-0.2608,-1.0527,-1.4943,0.3358
92,0,1,0,0,0,1,1,1,2,0,0,0,1,1,2,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,91.7,12.0,0.5126,1.325,0.4522,3.6441
93,0,0,0,1,0,1,1,1,2,0,0,0,1,1,2,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,91.0,2.0,0.5136,1.1149,0.1663,3.0164
94,0,0,0,1,0,1,1,1,1,0,0,0,1,1,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,91.4,14.0,0.9821,0.8514,1.1619,1.6251
95,0,0,0,0,1,1,1,0,1,0,0,0,1,1,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,91.9,7.0,0.4114,1.3992,-0.5238,2.0607
96,0,0,0,1,0,1,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
97,0,0,0,1,0,0,1,1,2,0,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,92.3,3.0,0.6915,1.335,0.6276,3.6291
98,0,0,0,1,0,0,1,1,2,0,0,0,0,1,1,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,91.0,8.0,1.15,0.9279,-0.147,1.683
99,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,90.2,14.0,1.155,0.9485,0.4635,1.283
100,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,90.2,9.0,0.8229,1.405,0.4561,2.1925
101,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
102,0,0,0,1,0,0,1,2,0,0,0,0,2,6,48,3,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,90.5,13.0,0.7538,1.4787,-1.0636,2.4608
103,0,0,0,1,0,0,1,1,0,0,0,0,2,6,48,2,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,83.4,14.0,1.3475,0.4643,0.5159,1.1659
104,1,0,0,0,0,0,1,0,0,0,0,0,2,6,48,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
105,0,0,0,1,0,0,1,0,0,0,0,0,2,6,47,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
106,0,0,0,1,0,0,1,1,2,0,0,0,1,6,46,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,81.7,14.0,1.4225,0.5579,0.3097,1.195
107,1,0,0,0,0,0,1,1,1,0,0,0,1,6,46,3,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,81.4,13.0,0.9456,1.1823,-0.4293,1.5514
108,1,0,0,0,0,0,1,1,0,0,0,0,1,6,46,2,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,76.3,13.0,0.0181,-1.0623,-0.4561,0.7723
109,0,1,0,0,0,0,1,0,0,0,0,0,1,6,46,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
110,0,0,0,1,0,0,1,0,1,0,0,0,0,6,45,2,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,88.6,9.0,0.152,1.2215,0.302,1.9829
111,0,0,1,0,0,0,1,0,0,0,0,0,0,6,45,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
112,0,1,0,0,0,0,1,1,2,0,0,0,2,5,41,4,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,82.9,6.0,1.1407,0.7749,0.7462,2.4573
113,1,0,0,0,0,0,1,1,1,0,0,0,2,5,41,3,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,88.0,11.0,0.147,1.0021,-1.43,2.7431
114,0,0,1,0,0,0,1,0,1,0,0,0,2,5,41,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,82.3,9.0,1.1459,0.5378,0.7371,1.8012
115,1,0,0,0,0,0,1,0,0,0,0,0,2,5,41,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
116,1,0,0,0,0,0,1,1,0,0,0,0,1,5,40,2,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,90.1,12.0,0.6132,1.3214,1.5361,3.1789
117,0,0,0,1,0,0,1,0,0,0,0,0,1,5,40,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
118,0,0,0,1,0,0,1,0,2,0,0,0,0,5,39,4,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,91.2,3.0,0.7763,1.289,0.4239,2.9816
119,0,0,0,1,0,0,1,0,2,0,0,0,0,5,39,3,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,90.1,7.0,1.0184,1.0727,-0.5002,1.8509
120,0,0,0,0,1,0,1,0,1,0,0,0,0,5,39,2,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,90.3,12.0,0.7086,1.2327,0.9432,2.5057
121,0,0,0,1,0,0,1,0,0,0,0,0,0,5,39,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
122,0,0,0,1,0,0,1,3,1,0,1,0,2,4,35,5,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,76.9,13.0,-0.2572,-1.0951,-0.7317,1.1302
123,0,1,0,0,0,0,1,2,1,0,1,0,2,4,35,4,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,90.7,13.0,0.4277,1.1902,-1.4795,2.098
124,0,0,0,1,0,0,1,1,1,0,1,0,2,4,35,3,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,91.0,14.0,1.016,1.2331,0.8516,2.3772
125,0,0,0,1,0,0,1,1,0,0,1,0,2,4,35,2,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,83.6,14.0,1.1001,0.9225,0.6214,0.964
126,1,0,0,0,0,0,1,0,0,0,1,0,2,4,35,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
127,0,0,0,1,0,0,1,0,0,0,0,1,1,4,34,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
128,0,0,0,0,1,0,1,2,2,0,0,1,0,4,33,5,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,82.1,14.0,0.9411,0.6539,0.9322,0.5015
129,1,0,0,0,0,0,1,2,1,0,0,1,0,4,33,4,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,90.5,11.0,0.5978,1.4088,-1.6202,2.7886
130,0,0,0,1,0,0,1,1,1,0,0,1,0,4,33,3,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,92.1,14.0,1.0682,1.2571,0.1345,1.3699
131,0,0,0,1,0,0,1,0,1,0,0,1,0,4,33,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,91.0,5.0,0.9038,1.289,-0.2392,2.6395
132,0,0,0,1,0,0,1,0,0,0,0,1,0,4,33,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
133,1,0,0,0,0,0,1,3,2,0,0,0,0,4,32,9,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,91.6,2.0,0.7172,1.2641,0.2618,3.1771
134,0,0,0,1,0,0,1,3,2,0,0,0,0,4,32,8,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,90.0,5.0,1.2791,0.8052,-0.2206,2.0524
135,0,0,0,0,1,0,1,3,2,0,0,0,0,4,32,7,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,87.8,9.0,0.3805,0.9668,0.3356,1.5199
136,0,0,1,0,0,0,1,2,2,0,0,0,0,4,32,6,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,89.9,1.0,1.3607,0.8913,-0.4989,2.8923
137,0,0,0,0,1,0,1,2,2,0,0,0,0,4,32,5,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,78.6,14.0,-0.5289,-1.013,0.1969,0.867
138,0,1,0,0,0,0,1,1,2,0,0,0,0,4,32,4,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,90.2,5.0,0.9576,1.4581,0.0232,2.514
139,0,0,0,1,0,0,1,1,1,0,0,0,0,4,32,3,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,90.2,11.0,0.8266,1.5153,-0.7783,3.4036
140,0,0,0,1,0,0,1,0,1,0,0,0,0,4,32,2,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,90.3,6.0,0.8,1.2306,0.4709,2.0909
141,0,0,0,1,0,0,1,0,0,0,0,0,0,4,32,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
142,1,0,0,0,0,0,1,3,2,1,0,1,2,3,28,6,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,84.3,13.0,1.4039,0.6861,-0.2908,0.3153
143,1,0,0,0,0,0,1,2,2,1,0,1,2,3,28,5,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,91.2,14.0,0.6482,1.4092,0.2231,0.7373
144,0,0,0,1,0,0,1,1,2,1,0,1,2,3,28,4,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,77.6,13.0,-0.3442,-1.1563,-0.9447,0.2449
145,0,1,0,0,0,0,1,1,1,1,0,1,2,3,28,3,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,83.4,14.0,1.3088,0.6587,0.916,1.0409
